category,fraction,average_dot_product,variance,second_best_category
picture of dog,0.635723951285521,0.24613091,0.0002019175,image of dogs
image of dogs,0.07997293640054128,0.24024273,0.00020944043,picture of dog
image of cats,0.060825439783491204,0.24247487,0.0001428114,picture of cat
picture of cat,0.17300405953991882,0.25898793,0.00016256548,cat
cat,0.02733423545331529,0.25931078,6.688468e-05,picture of cat
dog,0.02280108254397835,0.25517544,7.2134004e-05,picture of dog
dogs,0.00027063599458728013,0.26105165,5.7786703e-05,image of dogs
cats,6.765899864682003e-05,0.24675438,0.0,image of cats
