category,fraction,average_dot_product,variance,second_best_category
image of dog,0.616914749661705,0.24659039,0.00019663388,picture of dog
image of cat,0.09052774018944519,0.25325698,0.00015762854,picture of cat
cool picture of cat,0.0010825439783491205,0.2565379,0.000505507,image of cat
image of cats,0.0019621109607577806,0.26897264,0.00014462142,picture of cats
moving picture of dog,0.004194857916102842,0.26250544,9.062982e-05,image of dog
picture of dog,0.002841677943166441,0.2659936,0.00022306328,image of dog
moving dog,0.0011502029769959404,0.26290685,0.00018384878,image of dog
image of cool dog,0.012516914749661705,0.26943317,0.000100470876,image of dog
moving cat,0.0037212449255751017,0.2727992,0.0001391931,image of cat
image of nice dog,0.044384303112313936,0.268304,0.00010306079,image of dog
sitting cat,0.03795669824086603,0.2750085,8.441973e-05,image of nice cat
cool picture of dog,0.0044654939106901215,0.2685895,0.00010495475,image of dog
sitting dog,0.06853856562922869,0.26933166,0.0001041755,image of dog
image of nice cat,0.07083897158322057,0.2732524,6.4015505e-05,image of cat
image of cool cat,0.005277401894451962,0.26840517,9.806339e-05,image of nice cat
cat picture,0.0013531799729364006,0.26939967,5.7828427e-05,picture of cat
dog picture,0.002300405953991881,0.26359448,8.155318e-05,image of dog
nice cat,0.006089309878213802,0.26868176,9.3454786e-05,image of nice cat
nice dog,0.0018267929634641408,0.2578855,9.243135e-05,image of dog
dog image,0.004871447902571042,0.26119846,7.672442e-05,image of dog
cat image,0.006359945872801083,0.2641024,8.367478e-05,image of cat
cool dog,0.0010148849797023004,0.26637316,0.00011355082,image of cool dog
cool cat,0.0009472259810554803,0.26457635,0.000105581115,image of cool cat
image of dogs,0.005548037889039242,0.26484972,0.00011376637,image of dog
moving picture of cat,0.0012855209742895805,0.26948196,3.2362186e-05,image of nice cat
picture of cat,0.0013531799729364006,0.2734541,5.4007767e-05,image of cat
dogs,0.00013531799729364006,0.2545746,2.6263297e-05,nice dog
dog,0.0005412719891745603,0.25912172,4.403293e-05,dog image
