category,fraction,average_dot_product,variance,second_best_category
Poker Card of Hearts,0.25901398086828553,0.33374795,0.00037163676,Image of Card of Hearts
Picture of Card of Hearts,0.027471179789060583,0.31693655,0.00073950633,Image of Card of Hearts
Image of Card of Hearts,0.04181996566102526,0.31027773,0.00074327306,Picture of Card of Hearts
Image of Card of Spades,0.23227863625214618,0.31769794,0.00043085535,Picture of Card of Spades
Image of Card of Clubs,0.11454500858474369,0.30907574,0.0004802761,Image of Card of Spades
Picture of Card of Spades,0.07959283787098356,0.31573784,0.0004084959,Image of Card of Spades
Picture of Card of Diamonds,0.012509197939661517,0.2916057,0.0005719241,Image of Card of Diamonds
Image of Card of Diamonds,0.033235221976943834,0.2944738,0.0006132724,Picture of Card of Diamonds
Poker Card of Spades,0.08204562178072111,0.3166537,0.00023759462,Image of Card of Spades
Poker Card of Diamonds,0.04304635761589404,0.3070593,0.00027051746,Poker Card of Spades
Classic Card of Hearts,0.003188619082658818,0.28889963,0.00043361002,Poker Card of Hearts
Picture of Card of Clubs,0.010179053225410841,0.27814466,0.0007520641,Image of Card of Clubs
Classic Card of Diamonds,0.005518763796909493,0.28682905,0.00042694408,Picture of Card of Diamonds
Card of Spades,0.001839587932303164,0.2925431,0.00038733482,Image of Card of Spades
Poker Card of Clubs,0.03544272749570763,0.30791643,0.00037771443,Poker Card of Spades
Card of Clubs,0.004415011037527594,0.28683108,0.0003157854,Image of Card of Clubs
Card of Hearts,0.0004905567819475104,0.29835135,2.7485192e-05,Image of Card of Hearts
Card of Diamonds,0.0009811135638950208,0.28384012,0.00031104684,Image of Card of Diamonds
Classic Card of Spades,0.008830022075055188,0.29033607,0.00037327077,Picture of Card of Spades
Classic Card of Clubs,0.0035565366691194507,0.2870074,0.00049559004,Picture of Card of Clubs
